steps,periods,day ahead,solar,temperature
1760,0,0.15958,0.0,1.8
1761,0,0.12999,0.1175769075224305,3.5
1762,0,0.11415,0.1744004159280766,3.7
1763,0,0.097,0.1587501796036733,2.7
1764,0,0.09085,0.0006737094045796,2.7
1765,0,0.09084,0.0003872507341225,2.9
1766,0,0.09625,0.2020271035255521,3.1
1767,0,0.10283,0.1861373623866601,3.5
1768,0,0.11699,0.0,3.4
1769,0,0.1508,0.0,1.1
1770,0,0.1823,0.0,0.9
1771,0,0.19928,0.0,-0.3
1772,0,0.16898,0.0,-0.5
1773,0,0.14736,0.0,-0.5
1774,0,0.13935,0.0,-1.7
1775,0,0.12763,0.0,-1.8
1776,0,0.11739,0.0,-2.4
1777,0,0.10761,0.0,-3.0
1778,0,0.1038,0.0,-3.3
1779,0,0.1,0.0,-4.4
1780,0,0.0980699999999999,0.0,-3.9
1781,0,0.10386,0.0,-5.0
1782,0,0.13032,0.0,-5.0
1783,0,0.14235,0.0,-2.5
1784,0,0.13803,0.0425527121377304,-0.3
1785,0,0.11712,0.2863658379118179,2.3
1786,0,0.1032,0.4923808728202932,4.4
1787,0,0.09151,0.5054077250097717,6.4
1788,0,0.0854,0.5810324630721048,7.2
1789,0,0.0784899999999999,0.5289408740354652,7.3
1790,0,0.08048,0.4476911400113332,8.4
1791,0,0.08489,0.2931589524732006,8.4
1792,0,0.09558,0.0657377466419639,7.8
1793,0,0.1192199999999999,0.0,6.6
1794,0,0.13185,0.0,4.9
1795,0,0.12997,0.0,3.9
1796,0,0.11,0.0,2.8
1797,0,0.09814,0.0,2.6
1798,0,0.08607,0.0,1.5
1799,0,0.08044,0.0,1.8
1800,0,0.04845,0.0,1.7
1801,0,0.04997,0.0,1.5
1802,0,0.05006,0.0,1.5
1803,0,0.05993,0.0,1.6
1804,0,0.06279,0.0,0.3
1805,0,0.08159,0.0,-0.1
1806,0,0.10507,0.0,0.1
1807,0,0.11217,0.0,3.0
1808,0,0.10456,0.1007990199466237,5.5
1809,0,0.09029,0.2146826552380461,9.0
1810,0,0.08404,0.5160757355640944,11.2
1811,0,0.07995,0.6960566894901854,12.9
1812,0,0.07576,0.7136674344101385,14.9
1813,0,0.0740499999999999,0.5398021986934789,16.6
1814,0,0.08805,0.2690123897026791,17.2
1815,0,0.09903,0.0950387972347504,16.6
1816,0,0.10954,0.0,16.5
1817,0,0.12679,0.0,14.2
1818,0,0.13436,0.0,11.3
1819,0,0.13423,0.0,9.7
1820,0,0.12635,0.0,10.9
1821,0,0.10997,0.0,9.2
1822,0,0.10709,0.0,8.1
1823,0,0.10225,0.0,7.2
1824,0,0.10635,0.0,6.8
1825,0,0.09825,0.0,3.9
1826,0,0.09684,0.0,5.2
1827,0,0.095,0.0,4.7
1828,0,0.09618,0.0,4.5
1829,0,0.0998,0.0,3.9
1830,0,0.1035,0.0,3.4
1831,0,0.10543,0.0,4.5
1832,0,0.10074,0.0557229623185412,6.8
1833,0,0.10265,0.3604311387484336,9.4
1834,0,0.097,0.5799259645643018,12.4
1835,0,0.09114,0.7385165988034158,15.2
1836,0,0.08406,0.7738590809489316,16.0
1837,0,0.08042,0.7536803560810034,16.8
1838,0,0.08752,0.6250419378086205,17.4
1839,0,0.09208,0.4059535697010896,17.4
1840,0,0.10443,0.1501204524041184,17.6
1841,0,0.13074,0.0,16.3
1842,0,0.1569499999999999,0.0,14.7
1843,0,0.16954,0.0,12.6
1844,0,0.14415,0.0,11.4
1845,0,0.1329199999999999,0.0,10.2
1846,0,0.1299499999999999,0.0,10.4
1847,0,0.11846,0.0,7.8
1848,0,0.11003,0.0,7.1
1849,0,0.106,0.0,6.6
1850,0,0.0996,0.0,6.8
1851,0,0.09918,0.0,7.1
1852,0,0.09874,0.0,6.4
1853,0,0.10336,0.0,6.7
1854,0,0.1,0.0,6.8
1855,0,0.10245,0.0,7.3
1856,0,0.10144,0.0,9.0
1857,0,0.10226,0.0,9.5
1858,0,0.10041,0.0271891711072134,9.9
1859,0,0.09918,0.0247044357758577,9.9
1860,0,0.09739,0.1618027481437563,11.3
1861,0,0.09404,0.2493478584063683,12.8
1862,0,0.09501,0.0896638163433055,13.8
1863,0,0.09867,0.0355152657362675,14.1
1864,0,0.10609,0.0,14.4
1865,0,0.1331699999999999,0.0,11.8
1866,0,0.145,0.0,11.0
1867,0,0.15291,0.0,11.5
1868,0,0.14471,0.0,9.5
1869,0,0.13527,0.0,9.0
1870,0,0.1329,0.0,8.3
1871,0,0.13,0.0,7.6
1872,0,0.124,0.0,7.9
1873,0,0.11494,0.0,7.9
1874,0,0.11306,0.0,7.7
1875,0,0.11018,0.0,7.9
1876,0,0.11025,0.0,7.9
1877,0,0.1164,0.0,7.4
1878,0,0.13577,0.0,7.3
1879,0,0.14843,0.0,7.8
1880,0,0.14851,0.0,8.7
1881,0,0.13756,0.0,9.4
1882,0,0.12275,0.0,9.9
1883,0,0.11579,0.0786043929703943,10.9
1884,0,0.10459,0.2968345094909072,11.1
1885,0,0.09996,0.3224166413318086,11.3
1886,0,0.10173,0.1271249738634982,11.4
1887,0,0.10474,0.0868446117103745,11.3
1888,0,0.11383,0.0,11.0
1889,0,0.13284,0.0,10.4
1890,0,0.15096,0.0,9.8
1891,0,0.16547,0.0,9.3
1892,0,0.15236,0.0,8.9
1893,0,0.13549,0.0,8.8
1894,0,0.1275,0.0,8.5
1895,0,0.11704,0.0,8.4
1896,0,0.12079,0.0,8.0
1897,0,0.11228,0.0,7.6
1898,0,0.11156,0.0,7.1
1899,0,0.10865,0.0,6.4
1900,0,0.11,0.0,6.4
1901,0,0.11821,0.0,4.9
1902,0,0.12981,0.0,5.3
1903,0,0.14549,0.0,7.2
1904,0,0.14345,0.0,9.1
1905,0,0.12853,0.0215161828122852,11.0
1906,0,0.11501,0.2134961054588354,11.8
1907,0,0.10672,0.5328533915106829,13.0
1908,0,0.10198,0.673007982349754,14.5
1909,0,0.09956,0.6291649136553166,15.4
1910,0,0.09867,0.3871041910348817,15.5
1911,0,0.0983199999999999,0.0815996231597881,15.1
1912,0,0.10121,0.0,14.9
1913,0,0.11299,0.0,14.0
1914,0,0.13208,0.0,11.7
1915,0,0.14329,0.0,11.0
1916,0,0.12525,0.0,10.4
1917,0,0.10513,0.0,10.2
1918,0,0.09969,0.0,9.8
1919,0,0.09259,0.0,9.5
1920,0,0.07706,0.0,8.6
1921,0,0.0731899999999999,0.0,7.8
1922,0,0.0735,0.0,7.1
1923,0,0.06905,0.0,6.4
1924,0,0.06667,0.0,6.8
1925,0,0.07403,0.0,6.3
1926,0,0.09203,0.0,5.7
1927,0,0.10901,0.0,7.9
1928,0,0.1102099999999999,0.0974055195395178,11.0
1929,0,0.08237,0.31483117375948,13.4
1930,0,0.05835,0.5793502104767508,14.9
1931,0,0.03329,0.6321732605737973,15.3
1932,0,0.02293,0.7637286441501676,15.9
1933,0,0.0169899999999999,0.6480524181893214,16.6
1934,0,0.03943,0.4174600797935255,17.0
1935,0,0.06841,0.1717927567367941,16.9
1936,0,0.08112,0.0450525623028844,16.6
1937,0,0.10062,0.0,16.1
1938,0,0.11925,0.0,13.9
1939,0,0.13985,0.0,10.8
1940,0,0.12531,0.0,10.4
1941,0,0.1084099999999999,0.0,8.7
1942,0,0.0999,0.0,9.6
1943,0,0.08329,0.0,7.7
1944,0,0.06805,0.0,8.8
1945,0,0.06589,0.0,10.0
1946,0,0.05529,0.0,10.2
1947,0,0.0459399999999999,0.0,11.3
1948,0,0.03317,0.0,11.4
1949,0,0.05578,0.0,11.2
1950,0,0.08064,0.0,11.8
1951,0,0.09222,0.0,12.5
1952,0,0.095,0.0,13.1
1953,0,0.0728,0.0,13.2
1954,0,0.04074,0.0172435740357572,14.4
1955,0,0.0356799999999999,0.224927085315691,14.4
1956,0,0.03652,0.1950322611695495,13.8
1957,0,0.03719,0.0,14.7
1958,0,0.05128,0.0,15.2
1959,0,0.05528,0.0110158120266304,14.9
1960,0,0.0899,0.0,14.9
1961,0,0.11945,0.0,14.5
1962,0,0.13686,0.0,13.2
1963,0,0.14438,0.0,13.4
1964,0,0.12212,0.0,13.2
1965,0,0.09265,0.0,12.3
1966,0,0.08885,0.0,12.8
1967,0,0.0773499999999999,0.0,12.5
1968,0,0.0551199999999999,0.0,12.8
1969,0,0.0438,0.0,11.7
1970,0,0.04067,0.0,12.3
1971,0,0.04018,0.0,12.3
1972,0,0.03507,0.0,12.3
1973,0,0.04019,0.0,12.2
1974,0,0.0624399999999999,0.0,12.9
1975,0,0.08123,0.0,13.2
1976,0,0.08123,0.0,13.3
1977,0,0.06236,0.0,13.1
1978,0,0.03695,0.0,12.6
1979,0,0.02528,0.057057890417025,13.5
1980,0,0.01147,0.2188337574312522,14.1
1981,0,0.00399,0.0154572250076873,15.1
1982,0,0.00207,0.125634535552815,12.4
1983,0,0.00584,0.0,11.9
1984,0,0.0295899999999999,0.0,11.2
1985,0,0.07953,0.0,11.0
1986,0,0.10102,0.0,10.5
1987,0,0.11623,0.0,10.2
1988,0,0.09692,0.0,9.1
1989,0,0.0825,0.0,9.9
1990,0,0.0762,0.0,8.2
1991,0,0.0649,0.0,9.3
1992,0,0.0153,0.0,8.8
1993,0,0.0009699999999999,0.0,9.0
1994,0,0.00011,0.0,8.3
1995,0,8e-05,0.0,8.4
1996,0,0.00029,0.0,7.9
1997,0,0.0001,0.0,7.4
1998,0,0.0035299999999999,0.0,7.2
1999,0,0.0077199999999999,0.0,7.5
2000,0,0.0059299999999999,0.0,8.4
2001,0,6e-05,0.0379972424033799,9.2
2002,0,-6e-05,0.03999361045198,10.0
2003,0,-0.0011799999999999,0.1241854754120783,8.8
2004,0,-0.00362,0.294715540754027,8.2
2005,0,-0.0060199999999999,0.3095788926009983,11.2
2006,0,-0.00538,0.1959569967804092,8.6
2007,0,-0.00087,0.0940216769381183,9.8
2008,0,-2e-05,0.0103717799191582,10.8
2009,0,0.0238999999999999,0.0,10.9
2010,0,0.06,0.0,9.7
2011,0,0.07704,0.0,9.4
2012,0,0.06,0.0,8.5
2013,0,0.04184,0.0,8.4
2014,0,0.0389099999999999,0.0,7.1
2015,0,0.03336,0.0,7.5
2016,0,0.0396599999999999,0.0,7.6
2017,0,0.0392299999999999,0.0,7.5
2018,0,0.0401199999999999,0.0,7.6
2019,0,0.04088,0.0,6.9
2020,0,0.04142,0.0,6.3
2021,0,0.06349,0.0,6.0
2022,0,0.07309,0.0,5.9
2023,0,0.0772399999999999,0.0,6.9
2024,0,0.0795999999999999,0.0,7.4
2025,0,0.07858,0.0,7.3
2026,0,0.076,0.0,7.2
2027,0,0.06189,0.0,7.0
2028,0,0.0554399999999999,0.0,7.4
2029,0,0.05046,0.0,9.4
2030,0,0.04602,0.1683975333239658,10.8
2031,0,0.04835,0.1846116752148017,10.7
2032,0,0.07709,6.914724304583143e-05,12.3
2033,0,0.10665,0.0,10.6
2034,0,0.1178599999999999,0.0,10.1
2035,0,0.11259,0.0,8.4
2036,0,0.10463,0.0,7.3
2037,0,0.09942,0.0,7.1
2038,0,0.09464,0.0,7.0
2039,0,0.096,0.0,7.0
2040,0,0.09315,0.0,6.0
2041,0,0.08748,0.0,5.9
2042,0,0.08399,0.0,5.1
2043,0,0.0849,0.0,4.2
2044,0,0.0928499999999999,0.0,4.0
2045,0,0.115,0.0,3.2
2046,0,0.14299,0.0,3.0
2047,0,0.15131,0.0,2.8
2048,0,0.11876,0.0107477875855954,2.9
2049,0,0.0948499999999999,0.4004468862549419,4.2
2050,0,0.08093,0.4395792742793398,4.2
2051,0,0.06826,0.5218418686306492,4.5
2052,0,0.0549099999999999,0.4484066740516059,5.3
2053,0,0.04274,0.4770804720804597,4.7
2054,0,0.04616,0.3606855233374181,4.1
2055,0,0.04962,0.2471553307300577,5.5
2056,0,0.07437,0.0311623100757886,4.1
2057,0,0.09595,0.0,4.2
2058,0,0.1243799999999999,0.0,3.6
2059,0,0.1160699999999999,0.0,2.2
2060,0,0.10599,0.0,2.2
2061,0,0.10352,0.0,1.6
2062,0,0.09146,0.0,1.1
2063,0,0.07868,0.0,0.7
2064,0,0.0823,0.0,0.1
2065,0,0.08467,0.0,0.0
2066,0,0.09283,0.0,0.0
2067,0,0.0925,0.0,-0.2
2068,0,0.09944,0.0,-0.5
2069,0,0.13005,0.0,-0.6
2070,0,0.1599199999999999,0.0,-0.2
2071,0,0.1599199999999999,0.0,1.1
2072,0,0.12714,0.0678694310430636,2.0
2073,0,0.10428,0.1970929771158343,3.7
2074,0,0.09489,0.1798995950613365,4.1
2075,0,0.09484,0.3009493360622384,3.8
2076,0,0.0929899999999999,0.2952590288640394,5.6
2077,0,0.09176,0.3206922080952218,5.8
2078,0,0.09467,0.2534720258682107,6.8
2079,0,0.09622,0.2235981599904684,6.8
2080,0,0.10859,0.0556974399219956,6.4
2081,0,0.13687,0.0,6.7
2082,0,0.1609799999999999,0.0,5.9
2083,0,0.161,0.0,4.1
2084,0,0.13302,0.0,2.2
2085,0,0.12709,0.0,2.4
2086,0,0.11098,0.0,2.3
2087,0,0.09753,0.0,3.6
2088,0,0.0950999999999999,0.0,4.1
2089,0,0.09713,0.0,3.9
2090,0,0.09878,0.0,3.9
2091,0,0.09818,0.0,3.7
2092,0,0.0992,0.0,3.7
2093,0,0.11704,0.0,3.5
2094,0,0.14413,0.0,3.7
2095,0,0.152,0.0,4.4
2096,0,0.14417,0.0,6.0
2097,0,0.13003,0.2065741413840455,7.9
2098,0,0.11905,0.4548638927710995,10.6
2099,0,0.11098,0.5434975183346461,11.2
2100,0,0.1056,0.3914757437724029,12.0
2101,0,0.10155,0.0959466889702609,12.7
2102,0,0.1049399999999999,0.0,12.2
2103,0,0.1062,0.0,13.1
2104,0,0.12815,0.0,13.4
2105,0,0.1454099999999999,0.0,13.3
2106,0,0.14987,0.0,12.2
2107,0,0.13228,0.0,12.4
2108,0,0.11492,0.0,12.0
2109,0,0.1099,0.0,11.1
2110,0,0.0948,0.0,10.9
2111,0,0.08971,0.0,10.9
2112,0,0.08225,0.0,10.9
2113,0,0.08075,0.0,9.9
2114,0,0.0787699999999999,0.0,9.2
2115,0,0.07791,0.0,10.5
2116,0,0.0768,0.0,10.9
2117,0,0.08977,0.0,12.4
2118,0,0.11937,0.0,10.6
2119,0,0.1293,0.0,11.4
2120,0,0.11,0.0,11.2
2121,0,0.0906599999999999,0.0,11.0
2122,0,0.08,0.0,11.5
2123,0,0.06483,0.0,12.4
2124,0,0.0255899999999999,0.679141197384077,13.2
2125,0,0.00575,0.369855603797841,14.8
2126,0,0.01005,0.0,14.8
2127,0,0.0396199999999999,0.0,15.7
2128,0,0.07244,0.0410800963703824,15.1
2129,0,0.09755,0.0,14.1
2130,0,0.12,0.0,10.7
2131,0,0.11937,0.0,9.1
2132,0,0.10328,0.0,10.0
2133,0,0.10005,0.0,10.5
2134,0,0.09076,0.0,10.3
2135,0,0.06513,0.0,9.4
2136,0,0.0649,0.0,9.3
2137,0,0.0571,0.0,8.7
2138,0,0.04862,0.0,7.5
2139,0,0.06884,0.0,8.7
2140,0,0.07997,0.0,8.7
2141,0,0.11172,0.0,8.8
2142,0,0.13212,0.0,8.5
2143,0,0.1376399999999999,0.0,8.9
2144,0,0.13219,0.0,9.1
2145,0,0.1242,0.0,9.5
2146,0,0.11967,0.0,10.7
2147,0,0.10377,0.1457735478411436,14.2
2148,0,0.09714,0.4136762087243366,14.3
2149,0,0.09305,0.3892756151715189,11.0
2150,0,0.09472,0.1852409831156005,10.7
2151,0,0.10189,0.0684004773436204,12.5
2152,0,0.10351,0.0,13.1
2153,0,0.11497,0.0,12.0
2154,0,0.11556,0.0,10.5
2155,0,0.10998,0.0,10.2
2156,0,0.09883,0.0,9.6
2157,0,0.08673,0.0,8.5
2158,0,0.08,0.0,8.5
2159,0,0.08219,0.0,8.5
2160,0,0.0639,0.0,8.6
2161,0,0.05384,0.0,9.0
2162,0,0.0388299999999999,0.0,8.8
2163,0,0.03605,0.0,9.0
2164,0,0.03533,0.0,8.7
2165,0,0.03436,0.0,8.7
2166,0,0.05171,0.0,8.4
2167,0,0.06116,0.0,8.9
2168,0,0.06041,0.0,9.6
2169,0,0.04957,0.0,10.0
2170,0,0.04609,0.0,10.2
2171,0,0.04096,0.0,8.9
2172,0,0.0386199999999999,0.0,8.9
2173,0,0.0335,0.0,9.2
2174,0,0.03637,0.0,9.8
2175,0,0.04057,0.0,9.4
2176,0,0.05206,0.0,9.6
2177,0,0.08489,0.0,9.3
2178,0,0.09089,0.0,9.0
2179,0,0.08489,0.0,8.9
2180,0,0.0756,0.0,8.9
2181,0,0.07995,0.0,9.0
2182,0,0.06664,0.0,8.8
2183,0,0.06959,0.0,8.5
2184,0,0.06046,0.0,8.4
2185,0,0.05851,0.0,8.2
2186,0,0.06046,0.0,8.3
2187,0,0.05851,0.0,8.2
2188,0,0.06046,0.0,7.8
2189,0,0.05872,0.0,7.9
2190,0,0.07008,0.0,7.9
2191,0,0.0755499999999999,0.0,7.9
2192,0,0.06609,0.0,8.0
2193,0,0.05166,0.0,6.9
2194,0,0.05024,0.0,6.5
2195,0,0.04264,0.0038393336062132,6.7
2196,0,0.02607,0.0,6.5
2197,0,0.01421,0.1088292157480676,6.3
2198,0,0.01479,0.1215450801388861,6.3
2199,0,0.03185,0.1430154818334663,5.0
2200,0,0.04174,0.0340041834526312,4.8
2201,0,0.10041,0.0,4.5
2202,0,0.13,0.0,3.9
2203,0,0.1315,0.0,3.4
2204,0,0.1206,0.0,2.8
2205,0,0.11268,0.0,3.4
2206,0,0.10912,0.0,3.3
2207,0,0.10853,0.0,3.1
2208,0,0.10768,0.0,2.9
2209,0,0.10804,0.0,2.3
2210,0,0.1039,0.0,1.9
2211,0,0.10043,0.0,1.1
2212,0,0.1100699999999999,0.0,1.6
2213,0,0.13922,0.0,1.2
2214,0,0.16754,0.0,1.3
2215,0,0.16379,0.0,2.2
2216,0,0.12838,0.0,2.9
2217,0,0.1038,0.1993434853169312,4.3
2218,0,0.08876,0.4111297867550628,4.4
2219,0,0.08098,0.6299620502419463,4.6
2220,0,0.0749,0.6858887647300835,5.4
2221,0,0.07166,0.671142224977768,5.2
2222,0,0.07891,0.5312550354059266,5.7
2223,0,0.082,0.3441627496866173,5.7
2224,0,0.10035,0.1183515672824292,5.7
2225,0,0.13377,0.0,4.8
2226,0,0.15811,0.0,3.3
2227,0,0.15625,0.0,2.1
2228,0,0.14294,0.0,0.9
2229,0,0.13202,0.0,-0.1
2230,0,0.11312,0.0,-0.8
2231,0,0.1108499999999999,0.0,-1.5
2232,0,0.11,0.0,0.5
2233,0,0.11368,0.0,0.7
2234,0,0.11542,0.0,0.2
2235,0,0.11664,0.0,-0.8
2236,0,0.1219099999999999,0.0,-1.6
2237,0,0.14535,0.0,-2.0
2238,0,0.1803799999999999,0.0,-1.1
2239,0,0.17853,0.0,0.8
2240,0,0.1476299999999999,0.258218544511973,2.2
2241,0,0.11843,0.3479289867869229,2.3
2242,0,0.11202,0.3275749387281049,3.0
2243,0,0.10886,0.2853257637835915,3.1
2244,0,0.10812,0.3542459514689786,4.8
2245,0,0.10731,0.1668547164963722,4.1
2246,0,0.1087099999999999,0.2679640347216853,4.4
2247,0,0.11273,0.0717829910569223,5.4
2248,0,0.122,0.0,4.5
2249,0,0.1470999999999999,0.0,4.7
2250,0,0.18,0.0,3.8
2251,0,0.17732,0.0,2.6
2252,0,0.15556,0.0,1.6
2253,0,0.14119,0.0,0.8
2254,0,0.12993,0.0,-0.1
2255,0,0.12751,0.0,-1.2
2256,0,0.11826,0.0,-0.6
2257,0,0.11961,0.0,-1.3
2258,0,0.11825,0.0,-1.5
2259,0,0.1249899999999999,0.0,-3.1
2260,0,0.13446,0.0,-3.5
2261,0,0.16582,0.0,-4.0
2262,0,0.20792,0.0,-3.6
2263,0,0.17974,0.0,-0.3
2264,0,0.14216,0.2209273436770633,2.4
2265,0,0.1196,0.4735891102014538,3.8
2266,0,0.115,0.4069291941047738,5.0
2267,0,0.11359,0.4687743106099644,5.7
2268,0,0.11384,0.2846067133140994,6.8
2269,0,0.11381,0.3355830868940957,7.1
2270,0,0.11359,0.1923133756005708,7.5
2271,0,0.1163,0.0562975745965777,7.4
2272,0,0.13561,0.0,7.7
2273,0,0.15652,0.0,7.3
2274,0,0.19956,0.0,5.9
2275,0,0.19168,0.0,3.5
2276,0,0.16498,0.0,0.5
2277,0,0.15139,0.0,-0.6
2278,0,0.13913,0.0,-0.1
2279,0,0.13554,0.0,0.1
2280,0,0.12412,0.0,-0.7
2281,0,0.12,0.0,-0.9
2282,0,0.11533,0.0,-1.4
2283,0,0.11485,0.0,-2.2
2284,0,0.12491,0.0,-2.4
2285,0,0.14251,0.0,-3.7
2286,0,0.16163,0.0,-1.2
2287,0,0.15596,0.0,2.0
2288,0,0.1294499999999999,0.2636054928761637,4.7
2289,0,0.11463,0.528861421825224,7.2
2290,0,0.1051,0.7147280061483325,8.4
2291,0,0.10402,0.8355197114844111,9.3
2292,0,0.1031,0.7970175655355286,9.6
2293,0,0.10601,0.6497011500872986,10.7
2294,0,0.1081299999999999,0.4906558061139653,10.7
2295,0,0.10987,0.2325746472098626,10.9
2296,0,0.1211599999999999,0.0178024476426315,11.3
2297,0,0.14,0.0,10.8
2298,0,0.15,0.0,8.5
2299,0,0.14408,0.0,4.4
2300,0,0.12943,0.0,3.4
2301,0,0.11538,0.0,2.3
2302,0,0.10762,0.0,1.9
2303,0,0.10031,0.0,1.3
2304,0,0.09873,0.0,-0.6
2305,0,0.1000699999999999,0.0,0.9
2306,0,0.10179,0.0,0.4
2307,0,0.10315,0.0,0.5
2308,0,0.10695,0.0,0.1
2309,0,0.10294,0.0,0.1
2310,0,0.1066599999999999,0.0,2.1
2311,0,0.1107399999999999,0.0,4.6
2312,0,0.10395,0.209160112693179,7.2
2313,0,0.10176,0.3987762133892389,8.8
2314,0,0.1009,0.6156596990931819,9.5
2315,0,0.09196,0.7114823582163453,11.0
2316,0,0.08677,0.5311932738256581,12.0
2317,0,0.085,0.4704004955350559,12.6
2318,0,0.09212,0.1795372901109378,12.3
2319,0,0.10081,0.0642757447786773,11.1
2320,0,0.1077399999999999,0.0398596276357006,11.8
2321,0,0.12778,0.0,11.2
2322,0,0.13855,0.0,9.9
2323,0,0.13507,0.0,7.1
2324,0,0.135,0.0,4.9
2325,0,0.1366,0.0,4.4
2326,0,0.13178,0.0,4.1
2327,0,0.1238499999999999,0.0,4.3
2328,0,0.11374,0.0,4.7
2329,0,0.11426,0.0,3.2
2330,0,0.11075,0.0,3.6
2331,0,0.11078,0.0,3.8
2332,0,0.11216,0.0,3.9
2333,0,0.11474,0.0,4.1
2334,0,0.12935,0.0,4.3
2335,0,0.1331999999999999,0.0,4.0
2336,0,0.12935,0.0,4.1
2337,0,0.11474,0.0,4.4
2338,0,0.10695,0.0,4.8
2339,0,0.10184,0.0,5.8
2340,0,0.099,0.0,6.6
2341,0,0.09536,0.0,7.8
2342,0,0.0944,0.0,8.3
2343,0,0.09812,0.0,9.2
2344,0,0.107,0.0,8.7
2345,0,0.1219,0.0,8.6
2346,0,0.13501,0.0,8.0
2347,0,0.13977,0.0,7.2
2348,0,0.13731,0.0,7.0
2349,0,0.1349,0.0,6.8
2350,0,0.12698,0.0,6.4
2351,0,0.12799,0.0,6.2
2352,0,0.1178599999999999,0.0,6.0
2353,0,0.1198299999999999,0.0,5.5
2354,0,0.11799,0.0,5.6
2355,0,0.11824,0.0,4.5
2356,0,0.1178599999999999,0.0,3.0
2357,0,0.12,0.0,2.0
2358,0,0.1189,0.0,2.8
2359,0,0.12298,0.0,6.3
2360,0,0.1122099999999999,0.1733191681006996,8.4
2361,0,0.1,0.5017010109986136,9.5
2362,0,0.087,0.5857283595083913,10.7
2363,0,0.0819599999999999,0.4289772498432168,11.6
2364,0,0.06001,0.0724645132260589,13.1
2365,0,0.055,0.1810175038812396,12.3
2366,0,0.056,0.1858654975572232,12.9
2367,0,0.074,0.1786390653324569,14.3
2368,0,0.08635,0.0,13.7
2369,0,0.1152,0.0,12.4
2370,0,0.12997,0.0,10.8
2371,0,0.13346,0.0,9.4
2372,0,0.12639,0.0,7.1
2373,0,0.115,0.0,6.3
2374,0,0.10694,0.0,5.6
2375,0,0.0982099999999999,0.0,5.1
2376,0,0.0818499999999999,0.0,2.9
2377,0,0.07814,0.0,2.9
2378,0,0.0719,0.0,1.9
2379,0,0.07,0.0,2.0
2380,0,0.07296,0.0,0.7
2381,0,0.08,0.0,0.6
2382,0,0.07761,0.0,2.4
2383,0,0.06943,0.0,6.8
2384,0,0.05488,0.261014370517202,9.3
2385,0,0.02207,0.5263845567704002,10.6
2386,0,0.0002,0.6987453793945114,12.8
2387,0,-0.00101,0.7975320523207228,13.1
2388,0,-0.00882,0.7647507513771722,14.4
2389,0,-0.00777,0.7012015841060347,15.0
2390,0,-0.00407,0.6312784863373857,15.2
2391,0,-7.000000000000001e-05,0.4118365365463869,14.6
2392,0,0.0194899999999999,0.1214364293456685,14.2
2393,0,0.04458,0.0,13.3
2394,0,0.06554,0.0,12.2
2395,0,0.04084,0.0,11.5
2396,0,0.02181,0.0,11.0
2397,0,0.0115199999999999,0.0,10.3
2398,0,0.0001,0.0,10.1
2399,0,0.00145,0.0,10.0
2400,0,0.00099,0.0,9.9
2401,0,0.0007199999999999,0.0,10.1
2402,0,0.00109,0.0,9.3
2403,0,0.0060999999999999,0.0,8.1
2404,0,0.03402,0.0,8.3
2405,0,0.0938,0.0,8.9
2406,0,0.10563,0.0,7.6
2407,0,0.10826,0.0,7.6
2408,0,0.0938,0.0,8.0
2409,0,0.05425,0.3605748687144668,8.9
2410,0,0.00903,0.529102918407265,9.7
2411,0,7.000000000000001e-05,0.643980909152499,11.2
2412,0,-0.0001,0.5477818525886458,11.5
2413,0,-8.999999999999999e-05,0.5210256046473161,11.5
2414,0,-1e-05,0.3578398414891208,12.0
2415,0,0.00661,0.1439232307011941,11.1
2416,0,0.0822,0.0433245364686883,11.9
2417,0,0.1308,0.0,11.3
2418,0,0.16246,0.0,10.3
2419,0,0.16538,0.0,9.4
2420,0,0.14139,0.0,8.2
2421,0,0.1308,0.0,6.6
2422,0,0.111,0.0,4.1
2423,0,0.0975999999999999,0.0,3.4
2424,0,0.08623,0.0,3.2
2425,0,0.08063,0.0,3.5
2426,0,0.0787099999999999,0.0,3.4
2427,0,0.0802,0.0,4.1
2428,0,0.0858,0.0,4.8
2429,0,0.10822,0.0,5.9
2430,0,0.12487,0.0,6.3
2431,0,0.13641,0.0,6.7
2432,0,0.13199,0.0,6.9
2433,0,0.12,0.0,7.6
2434,0,0.11156,0.0,7.6
2435,0,0.10072,0.0,8.3
2436,0,0.09736,0.0,9.3
2437,0,0.09762,0.0,9.9
2438,0,0.0970699999999999,0.0,10.9
2439,0,0.10034,0.0,11.9
2440,0,0.10992,0.0,12.9
2441,0,0.13466,0.0,12.1
2442,0,0.145,0.0,10.3
2443,0,0.1296999999999999,0.0,10.0
2444,0,0.12276,0.0,9.2
2445,0,0.1093,0.0,9.1
2446,0,0.09795,0.0,8.5
2447,0,0.09723,0.0,8.3
2448,0,0.08509,0.0,7.7
2449,0,0.07933,0.0,7.7
2450,0,0.07286,0.0,7.0
2451,0,0.07127,0.0,6.5
2452,0,0.0825,0.0,6.0
2453,0,0.10206,0.0,5.7
2454,0,0.11504,0.0,6.5
2455,0,0.11896,0.0,7.3
2456,0,0.10281,0.1942957342453442,7.9
2457,0,0.08598,0.051029006925152,8.1
2458,0,0.08922,0.2042083000503237,8.9
2459,0,0.09012,0.222653338760679,8.8
2460,0,0.0937699999999999,0.3064848043610474,8.3
2461,0,0.09248,0.3459519222459906,8.3
2462,0,0.10502,0.2628113460244985,9.5
